ID,제목,국가,카테고리점수,style
2534,"‘구절판’, 더 건강한 식사를 하게 해줄 한국 요리",벨기에,-1,음식/뷰티
2535,BTS와 Megan The Stallion의 'Butter' 리믹스 가사의 뜻,미국,100,KPOP
2536,"DONGKIZ, 앙카라에 있다",터키,0,기타
2537,"방탄소년단, 빌보드 “세계에서 가장 핫한 그룹” 선정",베트남,300,KPOP
2538,K컬쳐! 생활을 지탱해주고 로맨스를 낳는 인스턴트 라면,일본,-1,음식/뷰티
2539,"BTS에, 멕시코에서 한국으로 편지와 선물은 어떻게 보내나요?",멕시코,100,KPOP
2540,"제24회 브뤼셀단편영화제(BSFF), 8월28일-9월5일 개최",벨기에,0,기타
2541,"응답하라 1988 류준열, 유해진과 사극 '부엉이'로 재회",인도,10,영화/드라마
2542,"블랙핑크 리사, 공개되는 데뷔 솔로 앨범 타이틀 'LALISA'의 새 티저 공개",인도,400,KPOP
2543,"블랙핑크의 제니, 인스타그램에서 이 놀라운 위업 달성",인도,100,KPOP
2544,"방탄소년단: 메간 디 스탤리온, 버터 리믹스를 출시하기 위해 법원 허가 받다; 팬들의 반응",인도,100,KPOP
2545,"방탄소년단 메뉴 성공 후 K팝 스타, 올 9월 한국식 김 과자 전 세계 출시할 예정",인도,200,KPOP
2546,"한국문화원, 태권도를 온라인으로 배우세요",태국,0,기타
2547,"브라질 산타 카타리나 지방 학생, 케이팝 그룹의 멤버가 되기 위해 경연대회 참가",브라질,100,KPOP
2548,"케이팝 그룹 동키즈, 앙카라에 오다",터키,200,KPOP
2549,K-POP 콘서트,터키,200,KPOP
2550,"NCT 127 새 앨범 '스티커', 하루 만에 선주문 100만 돌파",인도,200,KPOP
2551,"방탄소년단의 미공개 공연, BBC 라디오1 라이브 라운지에서 공개될 예정",인도,100,KPOP
2552,방탄소년단: 아이돌이 아니라 진은 처음에 신문기자가 되고 싶었고 그 이유가 당신의 마음을 따뜻하게 해 줄 것,인도,100,KPOP
2553,"방탄소년단, 셀레나 고메즈, 블랙핑크와 협업 준비? 아미가 열광하는 이유",인도,100,KPOP
2554,"K팝 밴드 방탄소년단의 김태형이 리티크 로샨, 로버트 패틴슨을 제치고 '2021년 가장 잘생긴 남자'가 되다",인도,300,KPOP
2555,한국문화가 두바이 엑스포 2020를 통해  전세계 관람객을 환영,UAE,0,기타
2556,케이팝팬들이 아이돌을 보호하기 위해 잘못된 정보를 퍼뜨릴 때,필리핀,0,기타
2557,방탄소년단에서 도깨비까지 한류 열풍이 UAE 음식에 준 변화,UAE,0,기타
2558,"차은우, 이 향수 브랜드 모델로 뽑혔다",인도,10,영화/드라마
2559,"스트레이 키즈, 컴백 앨범 'NO EASY'로 전 세계 아이튠즈 차트 1위",인도,300,KPOP
2560,"방탄소년단 '버터', 자체 최고 기록과 비겨 13주 연속 빌보드 핫 100 순위 유지",인도,200,KPOP
2561,"방탄소년단의 인도 아미, #BTS를 2021년 인도에서 가장 많이 트윗된 해시태그 중 하나로 만들어 방탄소년단에 대한 사랑 증명",인도,300,KPOP
2562,방탄소년단: 뷔가 악몽을 꾸고 지민이랑 자고 싶을 때,인도,100,KPOP
2563,방탄소년단 정국이 비욘세 처녀의 계절 연감에 등장,인도,100,KPOP
2564,"넷플릭스, 이정재, 위하준, 박해수 주연 '오징어 게임' 공식 포스터 공개",인도,30,영화/드라마
2565,첫 공개: 블랙핑크의 리사가 솔로 데뷔를 위한 1차 티저 공개. 다른 그룹 구성원이 지원 메시지 게시,인도,100,KPOP
2566,"걸그룹 레드벨벳 조이와 가수 크러쉬, 열애 중이라고 소속사 측 확인",인도,300,KPOP
2567,부산행,인도,10,영화/드라마
2568,"김민재와 박규영, 로맨스 드라마 '달리와 감자탕' 빈티지 포스터 공개",인도,10,영화/드라마
2569,"한국 카페, 방탄소년단을 '사업을 위한 잭팟'이라고 칭한 무례한 행동에 아미에게 사과",인도,100,KPOP
2570,방탄소년단 정국이 옛 여자친구와 헤어진 이유를 공개,인도,100,KPOP
2571,K-팝과 K-드라마가 대 히트인 것처럼: 한국 TV 프로그램이 전 세계적으로 인기를 얻고 있다,인도,10,영화/드라마
2572,부산행,인도,10,영화/드라마
2573,[분석] 中 엔터테인먼트의 10년…데이터와 팬덤의 기형적 변화,중국,0,기타
2574,"에든버러 페스티벌, 케이팝 노래와 춤을 만들어 대중을 끌어야 한다",영국,100,KPOP
2575,코로나19 상황으로 BTS 월드투어  취소,러시아,100,KPOP
2576,"'펜트하우스 3', 금요일 가장 많이 본 드라마 1위; 11회 연속 1위",인도,10,영화/드라마
2577,"그룹 아이콘의 바비, 곧 결혼해 내달 첫 아이를 가질 예정이라고 밝혔다",인도,100,KPOP
2578,"공식 발표! 방탄소년단, '맵 오브 더 소울' 월드투어 취소",인도,100,KPOP
2579,"네이버 웹툰, 방탄소년단과 하이브 소속 아티스트 콘텐츠 증대",인도,0,기타
2580,"2021년 상반기 3400만 달러 수입, 방탄소년단 프로듀서 한국에서 가장 월급이 높은 고용인",인도,100,KPOP
2581,"한국의 원로 배우, 김민경 61세에 별세",인도,10,영화/드라마
2582,K팝에 더해 한국 방송도 미국서 인기,영국,0,기타
2583,'펜트하우스 3' 초연 이후 최고 시청률 달성,인도,0,기타
2584,"블랙핑크, 'Lovesick Girls (일어판)' 무대를 선보일 것",인도,100,KPOP
2585,"빅톤의 병찬, 김세정과 함께 '오피스 소개팅'에 합류",인도,0,기타
2586,"방탄소년단: 뷔는 정국의 도움에도 스케이트를 타다가 넘어졌다. 제이홉, RM, 영상에서 기어가는 모습",인도,300,KPOP
2587,"방탄소년단 정국, 단 3곡으로 스포티파이 5억 스트리밍 돌파한 최초의 한국 아이돌",미국,300,KPOP
2588,K-팝뿐 아니라 K-드라마도 미국에서 인기 끌어,미국,0,기타
2589,9월 10일부터 브뤼셀에서 한 달간 열리는 벨기에 국제만화축제,벨기에,0,기타
2590,"한국 걸그룹 소재로 한 영화, 2021 극장 개봉 최고 흥행작",폴란드,110,KPOP
2591,"재즈 미들하임 축제 개최 13,500여 재즈 애호가 및 관계자 참여",벨기에,0,기타
2592,"원작을 뛰어넘는 리메이크작 ‘60일, 지정생존자’",벨기에,0,기타
2593,"K-팝, 한국문화의 기본 요소",스페인,100,KPOP
2594,"방탄소년단 슈가, 5주년 기념 '어거스트 디'",인도,200,KPOP
2595,검은 태양 : 남궁민의 다가오는 드라마 공개 날짜,인도,10,영화/드라마
2596,방탄소년단: 뷔가 길을 잃고 스웨덴 시골길을 구경하면서 멤버들이 그를 걱정했을 때,인도,100,KPOP
2597,"걸그룹 (여자)아이들, 왕따 논란에 휩싸인 수진 그룹 탈퇴; 성명 발표",인도,200,KPOP
2598,방탄소년단 8월 톱스타 브랜드평판 1위;  버터는 빌보드 핫 100 차트에서 10위권 유지,인도,200,KPOP
2599,"레드벨벳, 컴백 앨범 'Queendom'으로 전 세계 아이튠즈 차트 1위",인도,300,KPOP
2600,"'보이스' 작가, 마진원 시즌 5 계획 밝히다",인도,0,기타
2601,K-팝 스타 크리스 우가 십대 성폭행 혐의로 체포; 혐의에 대한 자세한 내용은 공개되지 않았다,인도,100,KPOP
2602,"전 아이즈원 멤버 채원, 쏘스뮤직의 새 걸그룹 합류? 하이브 응답",인도,100,KPOP
2603,방탄소년단의 세계적인 명성은 주니어 K팝 밴드 TXT에 압력을 가한다: '하지만 그것이 우리가 더 열심히 일하는 이유',인도,400,KPOP
2604,방탄소년단 아미가 스페인 팟캐스트 이후 인도에서 'WeDemandApology'를 트렌드했다,인도,100,KPOP
2605,"방탄소년단 팬 바룬 다완, ""댄스 허가""가 필요하지 않다",인도,200,KPOP
2606,"방탄소년단, 오스카상 수상자 봉준호, 윤여정 제76회 광복절에 문재인 대통령에게 찬사를 받다",인도,130,KPOP
2607,기생충,인도,10,영화/드라마
2608,"K-팝 스타 크리스 우, 미성년자 성폭행 혐의로 체포",스페인,100,KPOP
2609,"한류로 활성화, 온라인 수학여행",일본,0,기타
2610,"‘EXO’전 멤버 체포, 미성년 여성에게 성적 폭행인가",일본,100,KPOP
2611,K팝 한류에서 서핑하기,네팔,100,KPOP
2612,"손흥민은 종종 케인에 의해 가려졌지만, 혼자 힘으로 눈부신 활약을 펼칠 수 있다",영국,0,기타
2613,"'응답하라 1988' 라미란, tvN 새 드라마 '잔혹한 애란씨' 주연 논의 중",인도,30,영화/드라마
2614,"소녀시대, WayV, 에스파 등이 '두 번째' 도전에 나선다",인도,100,KPOP
2615,"방탄소년단의 리더 RM, 어릴 적, 소년 시절 딱 한 종목만 '진심으로 잘했다'고 밝힘",인도,200,KPOP
2616,"10억 조회수의 오디오 스트림! 방탄소년단 지민, 팬들을 황홀케 하는 솔로곡 5곡으로 놀라운 기록 달성",인도,200,KPOP
2617,"방탄소년단 아티스트 V, 집에 혼자 있을 때 가장 좋아하는 여가 활동 공개",인도,100,KPOP
2618,전 세계 뒤흔든 K-POP 트렌드... Z세대의 한국 호기심,터키,100,KPOP
2619,소녀의 꿈을 지키다,태국,0,기타
2620,김치가 전부는 아니다 - 소연 슈뢰더-김이 소개한 한국 음식들,독일,0,기타
2621,"성매매 혐의로 케이팝 스타, 징역형 선고",스웨덴,100,KPOP
2622,"K-POP 스타, 성매매 혐의로 징역형 선고",터키,100,KPOP
2623,한국 드라마를 통해 배운 점,필리핀,0,기타
2624,긴 주말에 정주행하기 좋은 드라마 5편,아르헨티나,10,영화/드라마
2625,"한국 군사법원, K팝 스타 승리에 징역 3년 선고",독일,100,KPOP
2626,"브레이브 걸스, 한국 관광 홍보대사로 위촉",인도,0,기타
2627,"SG엔터테인먼트, 자체 웹툰 론칭할 예정",인도,100,KPOP
2628,"있지, 새 앨범 'CRAZY IN LOVE' 계획 중; 포스터 공개",인도,200,KPOP
2629,"원더걸스 안소희, 손예진, 연우진과 함께 드라마 '서른아홉'에 출연 확정",인도,10,영화/드라마
2630,"방탄소년단 정국의 노래 '데칼코마니아' 앨범 삭제, 아미들의 마음 아프게 하다",인도,200,KPOP
2631,"방탄소년단 : 정국은 배우인 척, 지민은 새로운 비디오에서 정국의 개인 조명 감독 역할",인도,100,KPOP
2632,"배우 윤계상, 여자친구와 결혼할 준비가 됐다",인도,20,영화/드라마
2633,K-Pop과 K-Drama도 부족하다. 웹툰(Webtoon)으로 세계를 정복하려는 한국.,이탈리아,100,KPOP
2634,‘던전’과 ‘보조개’: K팝 언어로 말하기,영국,100,KPOP
2635,곽동연: <우리는 각자의 방식으로 불합리함과 악에 맞서 싸워야 합니다.>,이탈리아,10,영화/드라마
2636,넷플릭스 한국 드라마 필수 시청 추천작 Best 10,폴란드,20,영화/드라마
2637,극동서 바이러스처럼 확산: K-POP 위험,터키,100,KPOP
2638,K-POP 아이돌 다이어트,터키,200,KPOP
2639,"위클리의 수진, 해당 아카데미 지정 국제영화제 홍보대사로 위촉",인도,20,영화/드라마
2640,"강하늘과 이유영, JTBC 서스펜스 스릴러 드라마 주연 확정",인도,10,영화/드라마
2641,"방탄소년단 지민, 자신에게 노래를 바쳐준 아미에게 감사를 표하고 최근 V라이브에서 애완동물을 키울 수 없는 이유를 밝혔다",인도,200,KPOP
2642,"영국 DJ 매트 조, 방탄소년단의 성공이 기업이 만든 것이라고 주장하고 '아이들을 문화 아이콘으로 키운다'며 K팝 산업 비판 후 사과",인도,200,KPOP
2643,"알리아 바트, 자신이 방탄소년단 팬임을 확인했나요?",인도,100,KPOP
2644,"싸이 피 네이션, 첫 남자그룹 데뷔를 위해 6인의 멤버 소개",인도,100,KPOP
2645,"소녀시대의 서현과 나인우, 판타지 웹툰 각색 드라마의 주연으로 캐스팅",인도,10,영화/드라마
2646,"방탄소년단: 정국, 샴푸 광고 하려고 머리를 허리까지 기르고 싶어함",인도,200,KPOP
2647,"방탄소년단 스타 뷔, 다가오는 믹스테이프에 대한 업데이트 공유하면서 '몇 곡을 리메이크하려고 한다'고 언급",인도,200,KPOP
2648,"청소년 고전 영화와 클리셰 떠올리게 하는 방탄소년단, 선미, 소미의 K팝 뮤비, 공개 예정인 트와이스 뮤비와 함께 미국을 뒤덮다",홍콩,300,KPOP
2649,"아르헨티나, K-pop 팬이 가장 많은 국가 TOP20에 올라",아르헨티나,100,KPOP
2650,다문화지역 봉헤찌루를 코리아타운으로 변화시키려는 한국 총영사,브라질,0,기타
2651,실종 소녀 부모:‘한국’주장 부인,터키,0,기타
2652,"보수적 가정 아이들, K-POP, 한국 드라마 영향 왜 받는 것인가?",터키,110,KPOP
2653,K-POP 조심,터키,100,KPOP
2654,에이티즈와 김종국의 새 앨범 발매 예정일,인도,100,KPOP
2655,"'우리의 작곡가 RM', 내일 지민 V라이브와 태형 셀카; 방탄소년단 관련 트위터 트렌드가 무엇인지 알아보자",인도,400,KPOP
2656,"주상욱, KBS 새 드라마 '태종 이방원' 출연 제안 받다",인도,10,영화/드라마
2657,방탄소년단: 뷔가 이상형과 낳고 싶은 자녀의 수를 밝혔을 때,인도,100,KPOP
2658,"한국문화원, 집에서 한국문화를 배우세요",태국,0,기타
2659,K팝 팬과 K팝 관련 트윗 최다 보유국 '인도네시아',말레이시아,200,KPOP
2660,트위터 상 K팝에 대해 가장 많이 이야기 나눈 상위 20개국,말레이시아,0,기타
2661,K-엑스포: 온라인 한국문화축제,브라질,0,기타
2662,한국문화축제 K-엑스포 프로그램,브라질,0,기타
2663,"'블랙핑크 더 무비', 개봉 첫날 전 세계 팬 수천 명 끌어모아",아르헨티나,100,KPOP
2664,"실종 소녀 3 명, 한국으로 떠나",터키,0,기타
2665,"블랙핑크, 역대 한국에서 가장 성공적인 걸그룹 1위 차지",미국,200,KPOP
2666,집에서 한국문화를 즐기다,태국,0,기타
2667,넷플릭스에서 볼 수 있는 당신이 놓친 최고의 영화 7편,아르헨티나,10,영화/드라마
2668,한국 드라마 시리즈가 지금 큰 인기를 끌고 있는 이유,독일,10,영화/드라마
2669,"신현빈, 곽동연, 남다름, 티빙의 새 드라마 '괴물'에 합류",인도,20,영화/드라마
2670,"'코리아 온 스테이지', 에스파, 위키미키 등 라인업 공개",인도,100,KPOP
2671,방탄소년단은 'Airplane Pt. 2 (일본어 버전)' 뮤직비디오로 이정표 달성,인도,0,기타
2672,TV조선 '결혼작사 이혼작곡 2' 자체 시청률 기록 경신,인도,10,영화/드라마
2673,엘튼 존은 RM의 트위터에 shoutout 후 방탄소년단의 Permission to Dance에 노래하고 춤을 춘다,인도,200,KPOP
2674,"펜트하우스 3 방송이 연기된 이유, 서지석, 곧 카메오 출연할 것",인도,0,기타
2675,방탄소년단의 '버터' 뮤직비디오가 유튜브에서 이정표 갱신,인도,100,KPOP
2676,"방탄소년단 다이너마이트 또 다른 기록 경신, 뮤직 비디오 12억뷰 돌파한 첫 한국 그룹이 되다",인도,200,KPOP
2677,"필리핀, K-팝 관련 트윗 수 상위 2위에 자리해",필리핀,100,KPOP
2678,"'이태원 클라쓰' 안보현, 국내 최초 군사 법정 드라마 주연 확정",인도,30,영화/드라마
2679,슬기로운 의사생활 시즌2 주인공들이 한자리에 모여서 재미있는 OST 영상을 만들었다,인도,10,영화/드라마
2680,"트와이스, 일본 최신 앨범 타이틀곡 '완벽한 세계' 댄스 공연 공개",인도,300,KPOP
2681,"방탄소년단, 독특한 드레스 코드로 아미와 함께하는 스페셜 라이브 팬미팅 발표",인도,100,KPOP
2682,"방탄소년단, 현대 인도에 축하 메시지를 보내자 인도 아미들 기뻐함",인도,100,KPOP
